,text,task_2,PRFN,OFFN,NONE,c_text
2237,OK don't be mad if we say #chineseVirus or #chineseRocket it is the same thing. STOP destroying us pleaseð¤¬,NONE,0,0,1,ok don't be mad if we say chinesevirus or chineserocket it is the same thing stop destroying us pleaseð¤¬
2238,@lyfeisacomedy Spring was a bitch around here this year,PRFN,1,0,0, spring was a bitch around here this year
2239,Ropey Rampage was the moment in my rental of Donkey Kong Country (three days of delights from Blockbuster Video) that I ran to show my parents what the Super Nintendo was producing on the television.  That was the day they lost their son. https://t.co/RVrhe17FhN,NONE,0,0,1,ropey rampage was the moment in my rental of donkey kong country three days of delights from blockbuster video that i ran to show my parents what the super nintendo was producing on the television  that was the day they lost their son httpstcorvrhe17fhn
2240,Beware this is a false account. People are trying to target her.  #BengalBurning  #BengalViolence https://t.co/bfxybjrGqn,NONE,0,0,1,beware this is a false account people are trying to target her  bengalburning  bengalviolence httpstcobfxybjrgqn
2241,"Cuz I know that kind of person,. .🤮..  (if we should talk of him in these terms) Doesn't have what a man has to have between his legs I know for sure that he won't do nothing..... Because if I want to confront me, I live at San Pascual 206 Did you hear me motherfucker???🤬🤬🤬🤬 https://t.co/qqpOB913C5",PRFN,1,0,0,cuz i know that kind of person 🤮  if we should talk of him in these terms doesn't have what a man has to have between his legs i know for sure that he won't do nothing because if i want to confront me i live at san pascual 206 did you hear me motherfucker🤬🤬🤬🤬 httpstcoqqpob913c5
2242,"Side effects from #CovidVaccine number 2. Am mega tired, right arm is very sore and it hurts to move it, slept badly, no energy at all and a slight cough. Not too bad compared to others so I'm not actually complaining x https://t.co/BU2QsReQoa",NONE,0,0,1,side effects from covidvaccine number 2 am mega tired right arm is very sore and it hurts to move it slept badly no energy at all and a slight cough not too bad compared to others so i'm not actually complaining x httpstcobu2qsreqoa
2243,People dying without any medical treatment and oxygen is happening only in India. Shame #ModiKaVaccineJumla,HATE,0,0,0,people dying without any medical treatment and oxygen is happening only in india shame modikavaccinejumla
2244,"@VMBJP @BJP4Bengal @BJP4India @narendramodi @JPNadda @AmitShah @DilipGhoshBJP @RahulSinhaBJP And you're the govt?!?! Stop thinking about world media, liberal gangs or any optics whatsoever and ACT NOW already.  If this is what a person at your level is facing then shudder to think the plight of common people in Bengal. #BengalBurning",NONE,0,0,1,        and you're the govt stop thinking about world media liberal gangs or any optics whatsoever and act now already  if this is what a person at your level is facing then shudder to think the plight of common people in bengal bengalburning
2245,@VIVAcoid The fence - hopping group argues for #tolerance is the mixing of one religious activity with another. Dear Admin don't be stupid. Stop raising divisive content and centering Islam. Stop #islamophobia,HATE,0,0,0, the fence  hopping group argues for tolerance is the mixing of one religious activity with another dear admin don't be stupid stop raising divisive content and centering islam stop islamophobia
2246,Even urban naxals have started feeling restless by the sheer brutality of the TMC jihadis. #CruelMamata #BengalViolence #BengalBurning https://t.co/jVk993I3M8,NONE,0,0,1,even urban naxals have started feeling restless by the sheer brutality of the tmc jihadis cruelmamata bengalviolence bengalburning httpstcojvk993i3m8
2247,#KanganaRanaut after her violent tweets and ban on #twitter now plays the card of Racial discrimination of white vs brown in #Instagram This girl is a psycho and needs urgent mental help. #Kanganasuspended #Restorekangana #ResignModi #BengalBurning,OFFN,0,1,0,kanganaranaut after her violent tweets and ban on twitter now plays the card of racial discrimination of white vs brown in instagram this girl is a psycho and needs urgent mental help kanganasuspended restorekangana resignmodi bengalburning
2248,Welcome to a country🇮🇳.. Mostly known for its democracy but its only know by this word...ohh actually it’s just word which proves worst in India .. #ResignPMmodi #letseducateindia #SaveIndia https://t.co/yqebUUimMG,HATE,0,0,0,welcome to a country mostly known for its democracy but its only know by this wordohh actually it’s just word which proves worst in india  resignpmmodi letseducateindia saveindia httpstcoyqebuuimmg
2249,A heartbreaking piece on what’s happening in India by @samee_kat which is also an action guide on how you can help out! @WeAreTheTempest  #IndiaCovidCrisis   https://t.co/1ji6kKBaUW,NONE,0,0,1,a heartbreaking piece on what’s happening in india by kat which is also an action guide on how you can help out   indiacovidcrisis   httpstco1ji6kkbauw
2250,"In 4 months ...almost 4,000 ppl have died from #CovidVaccine according to https://t.co/TWucKPivzS #Tucker That’s more deaths than all vaccines combined. 💉 https://t.co/O6DdPU9Lyy",NONE,0,0,1,in 4 months almost 4000 ppl have died from covidvaccine according to httpstcotwuckpivzs tucker that’s more deaths than all vaccines combined syringe httpstcoo6ddpu9lyy
2251,"Morrison’s touting #VaccinePassports as the next step for Australia.   No. Absolutely not. @ScottMorrisonMP, I cannot stress enough just how terrible an idea this is. Do not take this dangerous road. The people are not going to be receptive.   #auspol #COVID19 #CovidVaccine https://t.co/E64D6oGTZu",NONE,0,0,1,morrison’s touting vaccinepassports as the next step for australia   no absolutely not  i cannot stress enough just how terrible an idea this is do not take this dangerous road the people are not going to be receptive   auspol covid19 covidvaccine httpstcoe64d6ogtzu
2252,State of Southgate the big waistcoat wanker!  Just done a press conference saying Jesse Lingard will start tomorrow in the friendly despite not being picked for the tournament!  I mean what the f**k! How’s it a warm up game of your playing players not going??!?!?,PRFN,1,0,0,state of southgate the big waistcoat wanker  just done a press conference saying jesse lingard will start tomorrow in the friendly despite not being picked for the tournament  i mean what the fk how’s it a warm up game of your playing players not going
2253,"#SpinelessBJP #ResignPMmodi u r just a shit..No humanity , NO FAMILY ðŸ˜’",OFFN,0,1,0,spinelessbjp resignpmmodi u r just a shitno humanity  no family ðÿ˜’
2254,@sadboihours27 Awww :(( the fact that she didn’t text u for a year damn 😩,NONE,0,0,1, awww  the fact that she didn’t text u for a year damn weary face
2255,#NarendraModi is the super spreader of #CoronaPandemic in India.   He is the biggest disaster for the country.   #ModiResignOrRepeal  #ModiKaVaccineJumla,OFFN,0,1,0,narendramodi is the super spreader of coronapandemic in india   he is the biggest disaster for the country   modiresignorrepeal  modikavaccinejumla
2256,"Got blessed with all the flu-like symptoms after my second #moderna #CovidVaccine 100.4 fever, body aches, headache ð¤ð¤. Apparently side-effects mean you have a good immune response (and is probably why I get so damn sick even when I have a regular cold), but THIS SUCKS.",NONE,0,0,1,got blessed with all the flulike symptoms after my second moderna covidvaccine 1004 fever body aches headache ð¤ð¤ apparently sideeffects mean you have a good immune response and is probably why i get so damn sick even when i have a regular cold but this sucks
2257,i even saved for the fucker and he didn't even come home when his banner was happening,NONE,0,0,1,i even saved for the fucker and he didn't even come home when his banner was happening
2258,"@ShukulManhar @iMac_too @OnEternalVigil I am loosing hope too, but what option we have. I donâ€™t think he will piss off hindus. Deshabille karma is also a part.",PRFN,1,0,0, too  i am loosing hope too but what option we have i donâ€trade markt think he will piss off hindus deshabille karma is also a part
2259,"@LicypriyaK @miakhalifa The CCP Virus came from a Lab in Wuhan, China. China is ResponsibleÂ for the Spread ofÂ Corona VirusÂ Across theÂ World.ðŸŒðŸ¦ It's a Chinese VirusðŸ¤¬ðŸ¦ Fuck You ChinaðŸ–•ðŸ‡¨ðŸ‡³ðŸ–•ðŸ˜¡ðŸ¦ #CKMKB #CCP_is_terrorist #Chinese",HATE,0,0,0,  the ccp virus came from a lab in wuhan china china is responsibleâ for the spread ofâ corona virusâ across theâ worldðÿœðÿ¦ it's a chinese virusðÿ¤¬ðÿ¦ fuck you chinaðÿ–•ðÿ‡¨ðÿ‡³ðÿ–•ðÿ˜¡ðÿ¦ ckmkb ccpisterrorist chinese
2260,Extremely sad to see the #IndiaCovidCrisis unfold- I recognise many colleagues @BucksHealthcare have family or loved ones caught up in the crisis- @bridgetokelly has sent out #Wellbeing offers| Please check in &amp; support your colleagues at this difficult time @BINA_UK,NONE,0,0,1,extremely sad to see the indiacovidcrisis unfold i recognise many colleagues  have family or loved ones caught up in the crisis  has sent out wellbeing offers please check in amp support your colleagues at this difficult time uk
2261,It’s high time for you to resign . We have been fooled many times by you and now people’s life is at risk due to your governance . For you big 🙏🙏#Resign_PM_Modi,OFFN,0,1,0,it’s high time for you to resign  we have been fooled many times by you and now people’s life is at risk due to your governance  for you big folded handsfolded handsresignpmmodi
